GI number	Length	Count
GI:238478305	36	0
GI:15223293	293	7
GI:79316226	294	7
GI:15223294	428	3
GI:145323700	112	9
GI:15223303	112	9
GI:30677886	112	9
GI:145323698	96	9
GI:186478000	527	11
GI:18378797	364	4
GI:238478307	38	0
GI:22329274	528	22
GI:15223314	180	2
GI:15223317	447	50
GI:30677898	449	50
GI:30677901	451	50
GI:15223319	345	1
GI:18378803	195	3
GI:238478309	229	3
GI:15223334	83	3
GI:79316234	83	3
GI:15223338	478	1
GI:15223341	535	39
GI:30677910	237	50
GI:15223344	106	2
GI:18378810	1055	1
GI:18378812	260	6
GI:18378814	157	3
GI:42571289	331	4
GI:18378816	331	4
GI:42571291	331	4
GI:18378818	192	18
GI:15223363	590	11
GI:145323702	590	11
GI:15223365	510	50
GI:15223367	270	2
GI:238478311	270	2
GI:15223368	485	38
GI:186478007	141	1
GI:42561586	241	18
GI:42561588	1797	4
GI:18378827	706	25
GI:186478011	343	4
GI:186478013	228	2
GI:18378830	187	15
GI:79316243	178	18
GI:18378832	178	18
GI:15223390	83	3
GI:15223392	480	46
GI:15223393	204	1
GI:15223395	361	5
GI:15223396	481	46
GI:30678135	456	29
GI:15223406	664	4
GI:15223409	470	5
GI:186478020	267	4
GI:186478022	289	4
GI:42561591	427	12
GI:15223413	151	2
GI:186478024	71	1
GI:15223414	496	13
GI:30678140	390	12
GI:79316252	177	2
GI:15223416	177	2
GI:18378846	327	6
GI:18378848	636	1
GI:15223419	287	11
GI:15223420	247	5
GI:30678150	386	50
GI:15223428	472	50
GI:18378853	349	6
GI:79316260	349	6
GI:186478029	369	50
GI:42561597	275	50
GI:15223433	478	13
GI:15223434	725	8
GI:15223435	704	8
GI:15223436	554	33
GI:15223437	503	9
GI:145323704	214	24
GI:15223438	286	29
GI:15223439	255	4
GI:15223447	207	6
GI:30678163	207	6
GI:79316275	398	7
GI:79333554	540	8
GI:15223450	568	11
GI:30678166	365	6
GI:30678171	308	5
GI:145334960	449	1
GI:186478033	433	6
GI:15223455	485	15
GI:30678177	427	3
GI:15223456	289	50
GI:18378874	62	1
GI:18378876	224	1
GI:15223469	483	41
GI:15223471	140	15
GI:186478036	420	1
GI:30678186	632	1
GI:15223476	205	12
GI:186478038	1193	7
GI:18378884	295	8
GI:145323706	260	8
GI:15223479	160	1
GI:18378887	235	6
GI:18378889	574	8
GI:145323710	574	8
GI:145323708	574	8
GI:18378891	152	1
GI:15220982	343	2
GI:15223502	570	3
GI:30678198	774	50
GI:186478042	249	5
GI:145323712	353	7
GI:30678203	353	7
GI:18378897	353	7
GI:79316282	303	7
GI:42561607	572	2
GI:79316289	547	2
GI:18378900	580	1
GI:30678211	160	23
GI:30678214	894	50
GI:238478317	877	50
GI:238478319	915	50
GI:15217579	1750	5
GI:15217583	409	2
GI:15217586	541	28
GI:18378907	245	1
GI:15217591	434	6
GI:145334974	673	3
GI:22329282	642	2
GI:42571293	543	2
GI:15217595	267	2
GI:15217596	324	3
GI:15217605	395	4
GI:15217608	710	12
GI:42571295	246	2
GI:22329284	333	27
GI:18378917	131	2
GI:186478045	48	0
GI:42561615	2378	1
GI:30678240	225	3
GI:42571297	237	3
GI:18378920	260	3
GI:42571299	306	3
GI:22329288	332	3
GI:42571301	332	3
GI:15217620	679	6
GI:79334443	598	1
GI:15217622	203	50
GI:15217623	150	1
GI:145323718	497	4
GI:145323714	493	4
GI:186478048	332	4
GI:186478051	453	4
GI:22329290	524	13
GI:145323720	91	2
GI:15217646	71	2
GI:30678252	367	8
GI:30678256	226	1
GI:42571303	623	7
GI:42561618	627	7
GI:30678265	625	7
GI:145361948	461	7
GI:15217676	87	1
GI:15217677	394	13
GI:145334985	359	50
GI:15217699	350	25
GI:42561620	502	1
GI:18378941	484	4
GI:15217705	297	11
GI:186478055	297	11
GI:15217706	443	2
GI:18378945	379	7
GI:18378947	362	13
GI:30678275	411	8
GI:15217728	48	1
GI:18378951	279	1
GI:145323722	219	35
GI:18378953	292	1
GI:15217732	140	1
GI:15217733	272	12
GI:15217734	537	9
GI:30678287	209	2
GI:18378959	530	9
GI:186478059	51	1
GI:15217753	329	23
GI:22329293	134	1
GI:15217755	287	1
GI:15217756	491	7
GI:145334994	190	16
GI:18378965	190	16
GI:30678304	142	1
GI:18378969	491	50
GI:18378971	220	4
GI:145323724	221	4
GI:18378973	219	4
GI:15217762	38	0
GI:15217781	393	7
GI:30678312	393	7
GI:15217783	284	6
GI:15217785	1278	36
GI:15217786	1273	36
GI:15217787	290	1
GI:15217788	242	2
GI:18378982	298	10
GI:15217790	431	2
GI:18378985	689	3
GI:15217792	89	2
GI:15217818	146	2
GI:15217820	122	5
GI:79316296	345	5
GI:15217822	389	6
GI:18378991	768	7
GI:15217824	513	4
GI:18378994	713	3
GI:15217826	678	10
GI:42561637	126	1
GI:15217828	538	14
GI:42571305	539	14
GI:18378999	247	2
GI:15217850	96	1
GI:42571307	361	15
GI:15217851	361	15
GI:15217853	1181	20
GI:145335003	327	2
GI:145335005	221	7
GI:30678368	316	17
GI:15218602	214	3
GI:15218607	422	50
GI:15218612	501	26
GI:18379010	579	50
GI:18379012	149	4
GI:18379014	166	4
GI:15218614	91	2
GI:15218615	127	5
GI:30678395	285	9
GI:30678391	303	9
GI:30678398	303	9
GI:18379020	470	50
GI:186478070	521	50
GI:186478072	520	50
GI:186478068	497	50
GI:42571309	473	50
GI:186478074	333	5
GI:18379022	335	5
GI:18379024	193	1
GI:186478076	180	6
GI:30678410	197	6
GI:18379026	264	6
GI:30678415	267	6
GI:186478078	1224	48
GI:30678418	1252	50
GI:15218637	120	4
GI:15218638	453	2
GI:15218639	209	17
GI:15218640	208	17
GI:15218641	256	17
GI:186478081	217	14
GI:18379034	243	17
GI:30678437	245	17
GI:79316325	243	17
GI:18379036	462	3
GI:79316333	412	3
GI:30678444	471	3
GI:22329303	162	1
GI:15218666	500	2
GI:22329305	742	10
GI:42571313	1238	4
GI:22329307	1069	2
GI:22329309	941	50
GI:15218674	634	32
GI:15218675	102	10
GI:186478084	41	0
GI:42561642	301	1
GI:18379045	302	7
GI:15218697	599	11
GI:18379048	264	4
GI:42571315	200	2
GI:15218699	3601	6
GI:15218701	247	5
GI:186478086	1733	13
GI:30678473	734	5
GI:18379053	714	5
GI:15218705	793	3
GI:42571317	171	1
GI:42571319	65	1
GI:18379056	427	1
GI:15218707	182	4
GI:15218708	204	2
GI:18379060	420	2
GI:18379062	174	2
GI:145335021	912	2
GI:145323726	740	2
GI:18379065	240	2
GI:79335808	265	2
GI:79316368	251	2
GI:15218736	758	2
GI:30678494	758	2
GI:15218738	41	0
GI:15218739	286	3
GI:15218740	433	6
GI:18379072	434	5
GI:15218758	42	0
GI:18379075	245	1
GI:42561646	274	2
GI:42561648	499	8
GI:18379079	479	3
GI:15218768	571	2
GI:15218770	670	8
GI:15218771	882	4
GI:42571321	882	4
GI:15218772	220	1
GI:18379085	93	1
GI:15218786	385	3
GI:18379088	470	2
GI:15218790	322	1
GI:186478089	1859	6
GI:240253994	959	3
GI:15218793	461	10
GI:15218794	351	46
GI:145335029	398	47
GI:18379097	157	8
GI:30678566	397	46
GI:240253996	793	34
GI:22329313	429	7
GI:42571323	438	7
GI:30678573	269	8
GI:79316376	269	8
GI:240254000	386	3
GI:145335034	281	1
GI:145335036	465	10
GI:15218823	429	50
GI:145323728	358	14
GI:15218824	447	14
GI:145335038	801	1
GI:15218851	609	49
GI:18379111	283	5
GI:15218855	660	10
GI:240254002	462	22
GI:18379115	174	1
GI:18379117	308	13
GI:15218859	265	9
GI:79316418	399	17
GI:15218860	401	17
GI:15218861	158	1
GI:15218862	107	1
GI:15218888	616	15
GI:30678634	179	4
GI:145335042	381	2
GI:145362221	309	2
GI:18379126	164	2
GI:186478101	202	2
GI:42561665	202	2
GI:15218895	274	0
GI:18379130	167	4
GI:240254006	740	50
GI:240254008	697	50
GI:42561667	862	17
GI:30678662	391	1
GI:145335046	460	3
GI:42561670	687	4
GI:145362223	758	6
GI:15219557	393	11
GI:15219560	245	11
GI:15219562	143	7
GI:15219564	222	1
GI:15219566	991	2
GI:79316495	504	25
GI:15219567	506	25
GI:18379149	150	3
GI:30678696	159	2
GI:42571329	221	11
GI:42571331	286	11
GI:15219569	286	11
GI:18379157	247	7
GI:15219582	455	9
GI:15219584	451	9
GI:18379172	272	2
GI:18379174	290	5
GI:15219589	672	3
GI:15219591	569	50
GI:30678728	471	21
GI:15219594	469	9
GI:18379185	210	4
GI:42561672	529	7
GI:42571333	389	7
GI:15219608	270	2
GI:15219610	452	2
GI:79316538	177	3
GI:42561674	758	4
GI:18379205	152	2
GI:145335059	633	1
GI:145362227	713	3
GI:42561677	714	3
GI:15219620	418	2
GI:18379219	271	11
GI:186478113	734	8
GI:18379228	94	2
GI:18379230	768	3
GI:238478338	582	3
GI:15219644	572	9
GI:15219646	261	20
GI:18379242	775	50
GI:15219648	1514	36
GI:18379248	360	1
GI:18379250	790	5
GI:30678798	793	5
GI:15219665	1012	17
GI:42561681	1500	23
GI:15219669	465	4
GI:186478116	54	1
GI:15219671	421	12
GI:15219673	328	1
GI:22329321	732	1
GI:15219675	1112	1
GI:15219676	528	22
GI:42561683	325	2
GI:15219692	189	29
GI:15219694	229	27
GI:18379300	182	1
GI:15219697	152	8
GI:79316582	151	8
GI:145335074	534	4
GI:18379308	155	1
GI:145323730	997	8
GI:145335077	1074	12
GI:145323732	1082	8
GI:15219702	645	6
GI:15219703	100	1
GI:15219714	159	3
GI:15219715	360	49
GI:15219716	381	5
GI:15219717	133	11
GI:15219718	345	48
GI:15219719	849	1
GI:30678870	612	4
GI:15219720	612	4
GI:15219721	332	6
GI:15219722	412	1
GI:18390392	623	44
GI:186478123	623	44
GI:15219733	468	21
GI:22329328	172	1
GI:15219734	220	2
GI:30678889	1035	6
GI:18390397	140	3
GI:42561689	401	4
GI:145323734	401	4
GI:42561691	386	5
GI:186478126	42	0
GI:18390401	523	5
GI:79316596	523	5
GI:42561693	307	8
GI:18390404	310	2
GI:15219742	601	5
GI:15219761	239	25
GI:30678907	173	5
GI:145323736	152	1
GI:18390408	186	2
GI:30678917	542	4
GI:18390411	1337	9
GI:18390413	381	6
GI:30678929	384	6
GI:15219766	1730	24
GI:15219767	437	12
GI:30678943	462	1
GI:238478341	257	10
GI:42561697	143	2
GI:22329330	151	1
GI:15219770	235	3
GI:79316647	235	3
GI:18390420	128	1
GI:186478130	997	1
GI:18390423	212	1
GI:15219793	126	1
GI:18390426	431	27
GI:186478134	49	0
GI:15219795	328	1
GI:15219796	1042	50
GI:15219797	443	12
GI:15219798	954	1
GI:79316700	181	14
GI:15220943	219	14
GI:15220315	220	14
GI:30678993	303	6
GI:145323738	56	1
GI:30678998	664	5
GI:18390437	634	1
GI:15220324	200	1
GI:15220326	1001	2
GI:15220329	450	18
GI:42561701	448	3
GI:15220333	665	49
GI:18390444	413	3
GI:18390446	961	2
GI:30679024	280	9
GI:18390448	383	11
GI:15220344	448	4
GI:145335105	411	2
GI:18390452	442	1
GI:22329335	519	36
GI:22329337	1062	5
GI:18390456	332	3
GI:145335109	274	2
GI:145323740	367	2
GI:145323742	392	2
GI:15220358	549	7
GI:30679057	549	7
GI:79316742	549	7
GI:145323744	334	5
GI:18390460	317	7
GI:18390462	488	4
GI:30679067	349	4
GI:79336174	447	6
GI:15220378	193	1
GI:42571337	404	15
GI:18390466	404	15
GI:238478343	247	6
GI:15220383	215	6
GI:15220386	323	50
GI:18390470	653	11
GI:42561706	524	19
GI:186478141	157	2
GI:15220392	166	2
GI:30679101	421	1
GI:18390475	253	1
GI:22329345	83	1
GI:18390477	184	5
GI:15220412	439	48
GI:42571339	124	1
GI:15220414	706	1
GI:15220416	339	45
GI:15220993	833	17
GI:186478145	46	1
GI:18390484	441	3
GI:15220436	808	2
GI:15220438	490	14
GI:15220440	404	18
GI:145323746	407	18
GI:42571341	436	5
GI:79316761	422	5
GI:15220442	540	5
GI:15220443	223	1
GI:79316807	959	19
GI:30679161	959	19
GI:18390492	91	1
GI:18390494	168	4
GI:15220447	160	4
GI:186478148	160	4
GI:186478150	719	20
GI:30679181	721	20
GI:15220448	721	20
GI:18390498	325	50
GI:18390500	325	50
GI:15220463	326	50
GI:30679206	371	2
GI:15220466	461	13
GI:145335127	369	1
GI:186478154	204	2
GI:42571343	267	17
GI:15220470	360	17
GI:15220471	393	50
GI:145322973	790	4
GI:145335131	790	4
GI:145322975	790	4
GI:15220473	137	1
GI:18390510	72	1
GI:15220493	445	1
GI:18390513	416	4
GI:15220495	439	2
GI:186478156	1138	11
GI:145335136	1138	11
GI:18390518	199	1
GI:238478347	132	3
GI:240254011	132	3
GI:18390521	471	2
GI:79316884	444	2
GI:15220499	226	2
GI:18390524	269	1
GI:79336241	384	1
GI:42571345	205	3
GI:18390527	50	0
GI:15220521	1002	7
GI:240254013	617	18
GI:145335142	1410	6
GI:186478159	560	9
GI:15220526	241	5
GI:18390535	783	7
GI:15220556	455	24
GI:15220557	367	34
GI:238478353	222	11
GI:240254015	236	12
GI:18390540	469	28
GI:79336243	1950	14
GI:18390544	89	1
GI:22329353	372	6
GI:79316906	756	16
GI:22329355	867	14
GI:15220590	580	3
GI:15220591	504	1
GI:42561720	476	7
GI:22329357	172	1
GI:18390550	322	3
GI:186478165	302	3
GI:79316928	1136	13
GI:79336245	1170	7
GI:15220595	627	8
GI:15220596	394	50
GI:15220597	394	50
GI:238478356	1184	34
GI:15221232	1184	34
GI:15221233	453	45
GI:42561724	364	6
GI:15221237	843	50
GI:30679403	171	6
GI:42571347	149	8
GI:42571349	149	8
GI:18390560	149	8
GI:18390562	163	1
GI:42561726	149	4
GI:15221247	145	4
GI:145335149	500	50
GI:15221251	174	2
GI:15221268	184	2
GI:15221269	106	2
GI:30679437	135	5
GI:22329359	135	5
GI:30679448	687	2
GI:145323748	516	2
GI:18390571	471	14
GI:18390573	362	6
GI:42561732	261	50
GI:186478174	536	7
GI:186478176	507	7
GI:240254018	1083	11
GI:240254020	1083	11
GI:145323752	127	1
GI:18390579	485	10
GI:15221283	321	5
GI:15221285	280	4
GI:42571351	189	6
GI:42561736	189	6
GI:79336273	489	7
GI:30679494	552	11
GI:79316945	457	2
GI:42571353	386	4
GI:18390586	314	4
GI:18390588	1210	49
GI:15221318	315	8
GI:186478182	53	1
GI:22329363	318	8
GI:18390592	569	8
GI:15221326	590	1
GI:18390595	982	7
GI:238478362	1003	7
GI:30679523	198	2
GI:79316976	200	2
GI:15221358	150	28
GI:18390599	435	23
GI:15221362	78	1
GI:15221364	345	10
GI:15221365	329	10
GI:30679541	177	7
GI:15221367	248	7
GI:18390605	313	14
GI:18390607	213	1
GI:15221391	423	16
GI:15221393	305	9
GI:15221394	299	9
GI:15221395	299	9
GI:18390613	436	1
GI:15221398	299	9
GI:18390616	331	7
GI:30679573	330	7
GI:42571355	69	1
GI:186478187	68	1
GI:15221400	558	50
GI:79317017	577	49
GI:79336607	734	8
GI:186478190	34	0
GI:238478366	83	2
GI:238478364	75	2
GI:15221402	244	13
GI:42571357	420	4
GI:15221418	420	4
GI:15221419	246	50
GI:18390623	401	3
GI:145323754	292	3
GI:15221421	206	2
GI:18390626	383	7
GI:42571359	279	5
GI:15221423	987	5
GI:30679607	987	5
GI:18390629	83	1
GI:30679613	766	15
GI:15221424	766	15
GI:30679617	383	2
GI:15221426	423	14
GI:18390634	343	34
GI:18390636	343	1
GI:15221448	206	1
GI:15220946	675	7
GI:22329367	675	7
GI:145335172	195	1
GI:15221451	159	4
GI:15221452	134	1
GI:30679651	300	9
GI:15221454	299	9
GI:15221475	254	3
GI:42571361	407	50
GI:15221476	407	50
GI:15221477	216	50
GI:15221478	851	12
GI:15221479	221	1
GI:42561751	685	49
GI:15221480	390	9
GI:15221481	360	13
GI:15221505	285	1
GI:42571363	414	2
GI:30679695	414	2
GI:42571365	93	1
GI:15221507	1933	14
GI:145323756	136	4
GI:18390658	136	4
GI:145323758	136	4
GI:79317042	136	4
GI:145323760	56	2
GI:30679709	277	1
GI:18390661	585	9
GI:15221511	323	3
GI:15221512	125	2
GI:30679729	387	12
GI:42561755	599	1
GI:238478369	418	2
GI:30679736	473	2
GI:15221540	500	40
GI:30679744	916	1
GI:30679748	365	49
GI:238478375	461	50
GI:238478373	403	50
GI:240254023	477	50
GI:42571367	322	48
GI:15221544	369	47
GI:238478377	286	47
GI:238478379	366	46
GI:30679763	314	49
GI:15221545	369	50
GI:42561760	481	3
GI:15221547	1576	23
GI:15222166	263	3
GI:186478207	219	3
GI:18390678	377	2
GI:79317070	361	50
GI:15222170	361	50
GI:15222173	946	7
GI:15222176	1147	1
GI:15222179	488	1
GI:240254026	519	4
GI:15222199	274	2
GI:42571369	307	4
GI:42561762	421	4
GI:18390688	589	16
GI:42571371	189	2
GI:15222202	204	2
GI:30679836	515	14
GI:18390691	444	14
GI:186478209	202	4
GI:42561764	595	2
GI:15222209	99	13
GI:15222211	939	50
GI:15222213	337	16
GI:79317079	250	16
GI:15222236	367	3
GI:22329373	357	15
GI:145323764	357	15
GI:145335200	1024	5
GI:22329375	390	1
GI:15222239	315	3
GI:79317098	170	2
GI:22329377	143	2
GI:15222240	169	1
GI:15221009	1016	1
GI:30679892	229	5
GI:30679897	228	5
GI:145323766	200	5
GI:15222247	829	14
GI:18390706	169	3
GI:18390708	360	50
GI:15222266	599	19
GI:186478215	385	4
GI:238478384	400	4
GI:22329383	389	4
GI:18390712	147	1
GI:18390714	166	3
GI:15222270	326	6
GI:18390717	371	3
GI:18390719	195	1
GI:15222274	233	1
GI:15222276	112	4
GI:18390723	265	7
GI:18390725	196	11
GI:15222304	744	2
GI:15222306	392	4
GI:18390729	160	1
GI:22329386	155	1
GI:15222310	228	3
GI:15222311	499	43
GI:15222312	380	49
GI:145323768	110	3
GI:18390735	110	3
GI:186478220	71	1
GI:18390737	510	6
GI:15222315	54	1
GI:22329388	422	4
GI:145323770	979	5
GI:15222340	261	1
GI:15222341	507	11
GI:186478224	533	6
GI:15222344	480	36
GI:30680040	479	38
GI:15222348	476	34
GI:30680045	505	3
GI:42561776	552	5
GI:186478227	552	5
GI:79317116	552	5
GI:240254028	375	3
GI:15222372	128	2
GI:18390752	352	1
GI:79317138	278	4
GI:18390754	282	4
GI:30680078	280	4
GI:79317147	278	4
GI:15222375	685	3
GI:240254030	498	26
GI:30680096	129	5
GI:42561780	382	5
GI:18390760	481	4
GI:15222379	263	2
GI:15222380	779	4
GI:240254032	1034	27
GI:238478394	1083	28
GI:238478392	913	30
GI:15222395	157	8
GI:15222396	214	50
GI:18390767	266	10
GI:42571373	228	10
GI:15222398	442	45
GI:15222399	266	27
GI:79317169	207	22
GI:15222400	260	23
GI:15222401	258	47
GI:18390773	375	3
GI:22329394	125	2
GI:79582090	182	2
GI:30680148	375	3
GI:30680153	375	3
GI:145323772	100	1
GI:30680158	107	1
GI:15222430	74	1
GI:22329400	813	49
GI:15222432	695	15
GI:15222433	769	22
GI:145335227	630	11
GI:42561786	864	49
GI:15222436	856	50
GI:42571375	410	50
GI:15222437	410	50
GI:15222438	534	1
GI:15222468	45	0
GI:15222469	45	0
GI:145323774	493	2
GI:145335230	552	1
GI:18390789	662	19
GI:30680237	275	37
GI:30680246	331	37
GI:79317183	339	37
GI:42561789	1014	50
GI:42571377	137	1
GI:145323776	86	10
GI:18390794	103	10
GI:186478235	1061	15
GI:145335235	152	1
GI:240254034	179	1
GI:18390799	204	3
GI:42571379	171	3
GI:42571381	217	3
GI:145335238	546	3
GI:145323778	614	3
GI:15222993	543	8
GI:15222994	478	22
GI:145361227	615	13
GI:42571383	389	7
GI:15222997	459	10
GI:145323780	304	2
GI:145335240	322	2
GI:145323782	95	2
GI:15223000	356	2
GI:15223001	130	7
GI:42571385	130	7
GI:145362241	275	8
GI:186478243	213	8
GI:30680348	275	8
GI:15223003	275	8
GI:15223016	148	11
GI:18390812	118	2
GI:15223017	1061	15
GI:30680368	103	10
GI:18390815	103	10
GI:15223019	144	1
GI:42571389	312	3
GI:79317210	279	3
GI:18390818	312	3
GI:240254036	541	13
GI:15223023	135	1
GI:15223024	423	50
GI:79317218	363	49
GI:42561793	254	50
GI:238478400	40	0
GI:30680404	250	17
GI:42571391	250	17
GI:145322981	250	17
GI:145322979	250	17
GI:145323784	249	17
GI:186478248	250	17
GI:15223049	250	17
GI:145323786	250	17
GI:15223050	190	34
GI:186478250	50	1
GI:238478403	1104	2
GI:145335250	1104	2
GI:18390827	449	14
GI:18390829	449	14
GI:145323788	372	14
GI:79317272	449	14
GI:18390831	449	14
GI:18390833	154	2
GI:42571395	146	3
GI:42571393	146	3
GI:15223058	146	3
GI:15223059	693	1
GI:18390837	206	1
GI:42571397	144	1
GI:30680443	802	4
GI:15223085	308	19
GI:42571399	308	19
GI:145323790	55	1
GI:15223086	303	19
GI:145323792	303	19
GI:186478254	327	1
GI:238478405	36	0
GI:22329413	111	1
GI:18390845	382	24
GI:79317279	382	24
GI:15223093	641	8
GI:18390848	2001	3
GI:30680475	2001	3
GI:145335260	277	9
GI:15223099	741	50
GI:15223122	275	9
GI:15223123	530	7
GI:15223124	522	7
GI:79317307	235	4
GI:30680509	185	4
GI:15223126	185	4
GI:79317300	185	4
GI:240254039	87	2
GI:42571401	315	3
GI:30680522	790	3
GI:30680529	824	11
GI:30680533	818	12
GI:30680538	815	12
GI:30680542	221	2
GI:186478259	47	0
GI:15223150	243	11
GI:15223151	111	1
GI:42561797	980	1
GI:18390863	389	9
GI:18390865	492	16
GI:145323794	202	2
GI:79338671	274	2
GI:145323796	451	12
GI:18390869	413	8
GI:186478264	2145	3
GI:240254041	2269	3
GI:42571403	132	3
GI:15223173	126	3
GI:15223174	398	1
GI:15223175	337	9
GI:240254043	746	2
GI:42561803	315	15
GI:145323798	318	15
GI:30680596	325	3
GI:79317331	357	26
GI:79317351	481	26
GI:30680599	481	26
GI:15223179	331	5
GI:18390882	508	11
GI:145323800	589	11
GI:30680605	216	5
GI:18390886	367	1
GI:18390888	140	1
GI:15223204	137	1
GI:30680623	804	2
GI:15223206	589	2
GI:15223207	1018	32
GI:15223208	493	15
GI:15223209	501	15
GI:42571405	370	6
GI:18390896	424	7
GI:18390898	377	3
GI:145323802	184	8
GI:18390900	390	14
GI:18390902	142	1
GI:22329419	463	1
GI:18390905	228	1
GI:15223236	412	3
GI:30680676	760	3
GI:30680683	257	4
GI:15223259	572	6
GI:15223260	462	2
GI:79317364	462	2
GI:15223261	310	10
GI:15223262	275	9
GI:145323804	244	9
GI:186478272	177	9
GI:186478270	177	9
GI:15223263	123	1
GI:15223264	1029	50
GI:145335288	1479	11
GI:15223266	559	6
GI:240254045	1209	10
GI:145323806	344	6
GI:30680739	358	6
GI:30680733	358	6
GI:18390920	358	6
GI:145322987	358	6
GI:18390922	294	1
GI:15223870	284	50
GI:30680757	347	4
GI:30680753	474	4
GI:22329424	231	3
GI:30680768	649	7
GI:79317380	607	7
GI:30680774	648	7
GI:79317389	88	1
GI:15223879	453	2
GI:145323808	295	2
GI:30680783	274	2
